time	V(vo)
2.059884797712097e-01	-5.841039e-02
2.077462922712096e-01	-5.427450e-02
2.095041047712096e-01	-4.992858e-02
2.112619172712095e-01	-4.537264e-02
2.130197297712095e-01	-4.060667e-02
2.144636471819238e-01	-3.667709e-02
2.159075645926380e-01	-3.277093e-02
2.173514820033522e-01	-2.888819e-02
2.187953994140665e-01	-2.502888e-02
2.202393168247808e-01	-2.119299e-02
2.216832342354950e-01	-1.738052e-02
2.231271516462092e-01	-1.359148e-02
2.240688369140664e-01	-1.118509e-02
2.250105221819235e-01	-8.827693e-03
2.259522074497806e-01	-6.519289e-03
2.268938927176377e-01	-4.259876e-03
2.278355779854948e-01	-2.049455e-03
2.287772632533520e-01	1.119751e-04
2.297189485212091e-01	2.224414e-03
2.310373078962090e-01	5.067791e-03
2.323556672712090e-01	7.785578e-03
2.336740266462090e-01	1.037121e-02
2.349923860212089e-01	1.281890e-02
2.375663257533517e-01	1.718836e-02
2.401402654854946e-01	2.096949e-02
2.427142052176373e-01	2.416228e-02
2.452881449497801e-01	2.676673e-02
2.478620846819229e-01	2.878286e-02
2.504360244140657e-01	3.021064e-02
2.530099641462085e-01	3.105010e-02
2.552072297712085e-01	3.128474e-02
2.574044953962084e-01	3.121210e-02
2.596017610212084e-01	3.083218e-02
2.617990266462083e-01	3.014497e-02
2.639962922712082e-01	2.915048e-02
2.661935578962082e-01	2.784871e-02
2.683908235212081e-01	2.623965e-02
2.702114150390652e-01	2.476544e-02
2.720320065569223e-01	2.321491e-02
2.738525980747794e-01	2.158807e-02
2.756731895926365e-01	1.988491e-02
2.774937811104936e-01	1.810543e-02
2.793143726283507e-01	1.624964e-02
2.811349641462078e-01	1.431753e-02
2.826416605747792e-01	1.272216e-02
2.841483570033506e-01	1.114473e-02
2.856550534319220e-01	9.585252e-03
2.871617498604934e-01	8.043725e-03
2.886684462890647e-01	6.520149e-03
2.901751427176362e-01	5.014522e-03
2.916818391462075e-01	3.526846e-03
2.931257565569218e-01	2.149050e-03
2.945696739676361e-01	8.262095e-04
2.960135913783503e-01	-4.416743e-04
2.974575087890645e-01	-1.654602e-03
2.989014261997788e-01	-2.812573e-03
3.003453436104930e-01	-3.915588e-03
3.017892610212073e-01	-4.963646e-03
3.052421070033501e-01	-7.159864e-03
3.086949529854928e-01	-8.957961e-03
3.121477989676356e-01	-1.035794e-02
3.156006449497784e-01	-1.135979e-02
3.190534909319211e-01	-1.196353e-02
3.225063369140639e-01	-1.216914e-02
3.259591828962067e-01	-1.197663e-02
3.280936695033495e-01	-1.169526e-02
3.302281561104923e-01	-1.133085e-02
3.323626427176351e-01	-1.088341e-02
3.344971293247779e-01	-1.035295e-02
3.366316159319207e-01	-9.739459e-03
3.387661025390635e-01	-9.042937e-03
3.409005891462063e-01	-8.263387e-03
3.427839596819205e-01	-7.545796e-03
3.446673302176348e-01	-6.819552e-03
3.465507007533490e-01	-6.084653e-03
3.484340712890632e-01	-5.341102e-03
3.503174418247775e-01	-4.588896e-03
3.522008123604917e-01	-3.828037e-03
3.540841828962060e-01	-3.058523e-03
3.559675534319202e-01	-2.309071e-03
3.578509239676345e-01	-1.589958e-03
3.597342945033487e-01	-9.011829e-04
3.616176650390629e-01	-2.427463e-04
3.635010355747771e-01	3.853518e-04
3.653844061104914e-01	9.831114e-04
3.672677766462056e-01	1.550533e-03
3.710972967354912e-01	2.545782e-03
3.749268168247769e-01	3.353062e-03
3.787563369140625e-01	3.972372e-03
3.825858570033481e-01	4.403712e-03
3.864153770926337e-01	4.647082e-03
3.902448971819193e-01	4.702482e-03
3.940744172712050e-01	4.569912e-03
3.964600199497763e-01	4.412416e-03
3.988456226283477e-01	4.220368e-03
4.012312253069191e-01	3.993769e-03
4.036168279854904e-01	3.732619e-03
4.060024306640618e-01	3.436917e-03
4.083880333426332e-01	3.106664e-03
4.107736360212045e-01	2.741859e-03
4.130964596819188e-01	2.377067e-03
4.154192833426330e-01	2.016400e-03
4.177421070033472e-01	1.659856e-03
4.200649306640614e-01	1.307437e-03
4.223877543247757e-01	9.591419e-04
4.247105779854899e-01	6.149708e-04
4.270334016462041e-01	2.749238e-04
4.287912141462041e-01	3.491974e-05
4.305490266462040e-01	-1.914570e-04
4.323068391462040e-01	-4.042064e-04
4.340646516462039e-01	-6.033286e-04
4.358224641462039e-01	-7.888234e-04
4.375802766462039e-01	-9.606909e-04
4.393380891462038e-01	-1.118931e-03
4.397775422712038e-01	-1.155577e-03
4.411586806640609e-01	-1.264274e-03
4.425398190569180e-01	-1.363059e-03
4.439209574497751e-01	-1.451933e-03
4.453020958426323e-01	-1.530895e-03
4.466832342354893e-01	-1.599945e-03
4.480643726283465e-01	-1.659085e-03
4.494455110212036e-01	-1.708313e-03
4.498849641462035e-01	-1.722169e-03
4.500000000000000e-01	-1.725151e-03
