time	V(vo)
0.000000000000000e+00	2.713018e-05
9.999999717180685e-10	2.713019e-05
1.999999943436137e-09	2.713021e-05
3.428830309292844e-08	2.863643e-05
6.657660624242075e-08	3.548922e-05
9.886490939191306e-08	4.768858e-05
1.311532125414054e-07	6.523451e-05
1.634415156908977e-07	8.812700e-05
1.957298188403900e-07	1.163661e-04
2.280181219898822e-07	1.499517e-04
1.905612709068584e-05	1.874802e-02
3.788423605938180e-05	3.701239e-02
5.671234502807776e-05	5.494307e-02
7.554045399677371e-05	7.254005e-02
9.436856296546967e-05	8.980335e-02
1.131966719341656e-04	1.067329e-01
1.320247809028615e-04	1.233288e-01
2.320247809028615e-04	2.080755e-01
3.320247809028615e-04	2.862817e-01
4.320247809028615e-04	3.578427e-01
5.320247809028616e-04	4.232979e-01
6.320247809028616e-04	4.831431e-01
7.320247809028616e-04	5.378333e-01
8.320247809028617e-04	5.877870e-01
9.320247809028617e-04	6.333882e-01
1.032024780902862e-03	6.749899e-01
1.132024780902862e-03	7.129163e-01
1.232024780902862e-03	7.474651e-01
1.332024780902862e-03	7.789100e-01
1.432024780902862e-03	8.075023e-01
1.532024780902862e-03	8.334728e-01
1.632024780902862e-03	8.570336e-01
1.732024780902862e-03	8.783795e-01
1.832024780902862e-03	8.976896e-01
1.932024780902862e-03	9.151281e-01
2.032024780902862e-03	9.308462e-01
2.132024780902862e-03	9.449826e-01
2.232024780902862e-03	9.576647e-01
2.332024780902862e-03	9.690098e-01
2.432024780902862e-03	9.791252e-01
2.532024780902861e-03	9.881099e-01
2.632024780902861e-03	9.960547e-01
2.732024780902861e-03	1.003043e+00
2.832024780902861e-03	1.009151e+00
2.932024780902861e-03	1.014450e+00
3.032024780902861e-03	1.019004e+00
3.132024780902860e-03	1.022873e+00
3.232024780902860e-03	1.026111e+00
3.332024780902860e-03	1.028768e+00
3.432024780902860e-03	1.030891e+00
3.532024780902860e-03	1.032521e+00
3.632024780902859e-03	1.033699e+00
3.732024780902859e-03	1.034459e+00
3.832024780902859e-03	1.034834e+00
3.932024780902859e-03	1.034855e+00
4.032024780902859e-03	1.034549e+00
4.132024780902860e-03	1.033942e+00
4.232024780902860e-03	1.033057e+00
4.332024780902860e-03	1.031916e+00
4.432024780902860e-03	1.030538e+00
4.532024780902861e-03	1.028942e+00
4.632024780902861e-03	1.027145e+00
4.732024780902861e-03	1.025162e+00
4.832024780902861e-03	1.023006e+00
4.932024780902862e-03	1.020692e+00
5.032024780902862e-03	1.018230e+00
5.132024780902862e-03	1.015632e+00
5.232024780902862e-03	1.012909e+00
5.332024780902863e-03	1.010068e+00
5.432024780902863e-03	1.007120e+00
5.532024780902863e-03	1.004071e+00
5.632024780902863e-03	1.000929e+00
5.732024780902864e-03	9.977005e-01
5.832024780902864e-03	9.943918e-01
5.932024780902864e-03	9.910084e-01
6.032024780902864e-03	9.875556e-01
6.232024780902865e-03	9.804602e-01
6.432024780902866e-03	9.731395e-01
6.632024780902866e-03	9.656221e-01
6.832024780902867e-03	9.579325e-01
7.032024780902867e-03	9.500914e-01
7.232024780902868e-03	9.421166e-01
7.432024780902868e-03	9.340230e-01
7.732024780902869e-03	9.216878e-01
8.032024780902867e-03	9.091499e-01
8.274881923760009e-03	8.988511e-01
8.517739066617151e-03	8.884730e-01
8.760596209474291e-03	8.780154e-01
9.003453352331433e-03	8.674785e-01
9.246310495188575e-03	8.568622e-01
9.489167638045717e-03	8.461666e-01
9.732024780902857e-03	8.353915e-01
1.021773906661714e-02	8.136557e-01
1.070345335233142e-02	7.917795e-01
1.118916763804571e-02	7.697628e-01
1.167488192375999e-02	7.476057e-01
1.216059620947427e-02	7.253082e-01
1.264631049518855e-02	7.028702e-01
1.313202478090284e-02	6.802918e-01
1.453202478090283e-02	6.142199e-01
1.593202478090282e-02	5.485982e-01
1.733202478090281e-02	4.834269e-01
1.873202478090280e-02	4.187058e-01
2.013202478090280e-02	3.544351e-01
2.153202478090279e-02	2.906146e-01
2.293202478090278e-02	2.272445e-01
2.368916763804563e-02	1.938398e-01
2.444631049518848e-02	1.609645e-01
2.520345335233134e-02	1.286187e-01
2.596059620947419e-02	9.680234e-02
2.671773906661704e-02	6.551544e-02
2.747488192375989e-02	3.475800e-02
2.823202478090275e-02	4.530016e-03
2.853202478090274e-02	-7.240832e-03
2.903202478090275e-02	-2.664950e-02
2.953202478090275e-02	-4.575064e-02
3.003202478090275e-02	-6.454426e-02
3.053202478090275e-02	-8.303036e-02
3.103202478090275e-02	-1.012089e-01
3.153202478090275e-02	-1.190800e-01
3.203202478090275e-02	-1.366435e-01
3.301773906661706e-02	-1.703435e-01
3.400345335233138e-02	-2.026366e-01
3.498916763804569e-02	-2.335227e-01
3.597488192376001e-02	-2.630019e-01
3.696059620947433e-02	-2.910743e-01
3.794631049518864e-02	-3.177397e-01
3.893202478090295e-02	-3.429982e-01
4.064631049518871e-02	-3.831961e-01
4.236059620947448e-02	-4.188459e-01
4.407488192376024e-02	-4.499475e-01
4.578916763804600e-02	-4.765010e-01
4.750345335233177e-02	-4.985064e-01
4.921773906661753e-02	-5.159636e-01
5.093202478090329e-02	-5.288727e-01
5.227488192376047e-02	-5.358626e-01
5.361773906661765e-02	-5.405044e-01
5.496059620947484e-02	-5.427983e-01
5.630345335233202e-02	-5.427442e-01
5.764631049518920e-02	-5.403422e-01
5.898916763804638e-02	-5.355921e-01
6.033202478090356e-02	-5.284941e-01
6.067030695506034e-02	-5.264405e-01
6.100858912921712e-02	-5.242664e-01
6.134687130337389e-02	-5.219718e-01
6.168515347753067e-02	-5.195566e-01
6.202343565168745e-02	-5.170209e-01
6.236171782584423e-02	-5.143646e-01
6.270000000000100e-02	-5.115879e-01
6.280000000000101e-02	-5.346428e-01
6.290000000000101e-02	-6.265150e-01
6.299023019981158e-02	-7.674656e-01
6.309023019981158e-02	-9.359927e-01
6.319023019981158e-02	-1.090530e+00
6.329023019981159e-02	-1.231847e+00
6.339023019981159e-02	-1.361017e+00
6.349023019981159e-02	-1.479026e+00
6.359023019981160e-02	-1.586778e+00
6.369023019981160e-02	-1.685105e+00
6.379023019981160e-02	-1.774770e+00
6.389023019981160e-02	-1.856476e+00
6.399023019981161e-02	-1.930866e+00
6.409023019981161e-02	-1.998532e+00
6.419023019981161e-02	-2.060019e+00
6.429023019981162e-02	-2.115826e+00
6.439023019981162e-02	-2.166412e+00
6.449023019981162e-02	-2.212198e+00
6.459023019981162e-02	-2.253573e+00
6.469023019981163e-02	-2.290891e+00
6.479023019981163e-02	-2.324481e+00
6.489023019981163e-02	-2.354640e+00
6.499023019981164e-02	-2.381647e+00
6.509023019981164e-02	-2.405754e+00
6.519023019981164e-02	-2.427194e+00
6.529023019981164e-02	-2.446181e+00
6.539023019981165e-02	-2.462911e+00
6.549023019981165e-02	-2.477566e+00
6.559023019981165e-02	-2.490310e+00
6.569023019981166e-02	-2.501297e+00
6.579023019981166e-02	-2.510665e+00
6.589023019981166e-02	-2.518544e+00
6.599023019981166e-02	-2.525053e+00
6.609023019981167e-02	-2.530299e+00
6.619023019981167e-02	-2.534383e+00
6.629023019981167e-02	-2.537395e+00
6.639023019981168e-02	-2.539422e+00
6.649023019981168e-02	-2.540538e+00
6.659023019981168e-02	-2.540817e+00
6.669023019981168e-02	-2.540323e+00
6.679023019981169e-02	-2.539116e+00
6.689023019981169e-02	-2.537251e+00
6.699023019981169e-02	-2.534780e+00
6.709023019981170e-02	-2.531749e+00
6.719023019981170e-02	-2.528201e+00
6.729023019981170e-02	-2.524174e+00
6.739023019981170e-02	-2.519706e+00
