time	V(vo)
0.000000000000000e+00	2.723018e-05
5.510070353827892e-05	1.255970e-04
1.102014070765578e-04	3.542398e-04
1.653021106148367e-04	7.131586e-04
2.204028141531157e-04	1.202353e-03
2.755035176913946e-04	1.821824e-03
3.306042212296735e-04	2.571571e-03
3.857049247679523e-04	3.451594e-03
5.054921686706473e-04	5.713067e-03
6.721093112310743e-04	9.621319e-03
8.983762203232488e-04	1.612933e-02
1.214578216721241e-03	2.701852e-02
1.605203216721241e-03	4.253023e-02
1.995828216721241e-03	5.973626e-02
2.386453216721241e-03	7.816834e-02
2.777078216721240e-03	9.738328e-02
3.167703216721240e-03	1.170603e-01
3.558328216721240e-03	1.369662e-01
4.339578216721241e-03	1.768290e-01
5.120828216721242e-03	2.160773e-01
5.902078216721242e-03	2.542091e-01
6.683328216721243e-03	2.909262e-01
7.855203216721243e-03	3.429461e-01
9.027078216721244e-03	3.909321e-01
1.019895321672125e-02	4.345844e-01
1.125922107386410e-02	4.703726e-01
1.231948893100696e-02	5.020368e-01
1.337975678814982e-02	5.295769e-01
1.444002464529267e-02	5.529930e-01
1.550029250243553e-02	5.722851e-01
1.656056035957839e-02	5.874531e-01
1.762082821672124e-02	5.984970e-01
1.890431035957838e-02	6.056438e-01
2.018779250243552e-02	6.066833e-01
2.147127464529266e-02	6.016156e-01
2.275475678814980e-02	5.904406e-01
2.403823893100693e-02	5.731584e-01
2.532172107386408e-02	5.497689e-01
2.660520321672121e-02	5.202721e-01
2.749806035957835e-02	4.964515e-01
2.839091750243549e-02	4.702866e-01
2.928377464529263e-02	4.417776e-01
3.017663178814977e-02	4.109244e-01
3.106948893100691e-02	3.777269e-01
3.196234607386405e-02	3.421853e-01
3.285520321672119e-02	3.042995e-01
3.402707821672118e-02	2.519905e-01
3.519895321672118e-02	1.966172e-01
3.637082821672118e-02	1.384841e-01
3.754270321672117e-02	7.790833e-02
3.832395321672117e-02	3.632906e-02
3.871457821672117e-02	1.521796e-02
3.910520321672117e-02	-6.090682e-03
3.949582821672117e-02	-2.758416e-02
4.027707821672116e-02	-7.107440e-02
4.066770321672116e-02	-9.304534e-02
4.105832821672116e-02	-1.151495e-01
4.144895321672116e-02	-1.373738e-01
4.223020321672116e-02	-1.821303e-01
4.340207821672115e-02	-2.498366e-01
4.457395321672115e-02	-3.179100e-01
4.557841750243543e-02	-3.768321e-01
4.658288178814971e-02	-4.349775e-01
4.758734607386399e-02	-4.923463e-01
4.859181035957828e-02	-5.489383e-01
4.959627464529256e-02	-6.047537e-01
5.060073893100684e-02	-6.597923e-01
5.160520321672112e-02	-7.140543e-01
5.244225678814969e-02	-7.579322e-01
5.327931035957826e-02	-8.003502e-01
5.411636393100683e-02	-8.413083e-01
5.495341750243540e-02	-8.808064e-01
5.579047107386396e-02	-9.188447e-01
5.662752464529253e-02	-9.554231e-01
5.746457821672110e-02	-9.905415e-01
5.819002464529253e-02	-1.019410e+00
5.891547107386395e-02	-1.046710e+00
5.964091750243539e-02	-1.072442e+00
6.036636393100681e-02	-1.096604e+00
6.109181035957824e-02	-1.119197e+00
6.181725678814966e-02	-1.140222e+00
6.254270321672109e-02	-1.159678e+00
6.282172107386395e-02	-1.166655e+00
6.310073893100682e-02	-1.173366e+00
6.337975678814968e-02	-1.179812e+00
6.365877464529253e-02	-1.185991e+00
6.393779250243539e-02	-1.191905e+00
6.421681035957826e-02	-1.197553e+00
6.449582821672112e-02	-1.202935e+00
6.510966750243541e-02	-1.213840e+00
6.572350678814971e-02	-1.223358e+00
6.633734607386400e-02	-1.231491e+00
6.695118535957829e-02	-1.238238e+00
6.756502464529260e-02	-1.243598e+00
6.817886393100689e-02	-1.247573e+00
6.879270321672118e-02	-1.250162e+00
7.013198893100692e-02	-1.250698e+00
7.147127464529265e-02	-1.244351e+00
7.281056035957838e-02	-1.231121e+00
7.414984607386411e-02	-1.211008e+00
7.548913178814985e-02	-1.184012e+00
7.682841750243558e-02	-1.150132e+00
7.816770321672131e-02	-1.109369e+00
7.978600678814991e-02	-1.050228e+00
8.140431035957850e-02	-9.831140e-01
8.302261393100710e-02	-9.080269e-01
8.464091750243569e-02	-8.249670e-01
8.625922107386429e-02	-7.339341e-01
8.787752464529289e-02	-6.349284e-01
8.949582821672147e-02	-5.279498e-01
9.038868535957863e-02	-4.668956e-01
9.128154250243578e-02	-4.045848e-01
9.217439964529295e-02	-3.410175e-01
9.306725678815010e-02	-2.761935e-01
9.396011393100726e-02	-2.101130e-01
9.485297107386441e-02	-1.427758e-01
9.574582821672156e-02	-7.418200e-02
9.652707821672157e-02	-1.386347e-02
9.691770321672158e-02	1.647677e-02
9.736413178815016e-02	5.132637e-02
9.781056035957873e-02	8.624238e-02
9.825698893100732e-02	1.212248e-01
9.870341750243589e-02	1.562737e-01
9.914984607386447e-02	1.913890e-01
9.959627464529305e-02	2.265707e-01
1.000427032167216e-01	2.618188e-01
1.007123460738645e-01	3.147732e-01
1.013819889310074e-01	3.674860e-01
1.020516317881502e-01	4.199570e-01
1.027212746452931e-01	4.721864e-01
1.033909175024360e-01	5.241741e-01
1.040605603595788e-01	5.759200e-01
1.047302032167217e-01	6.274244e-01
1.055672567881503e-01	6.912300e-01
1.064043103595789e-01	7.538520e-01
1.072413639310074e-01	8.152903e-01
1.080784175024360e-01	8.755449e-01
1.089154710738646e-01	9.346159e-01
1.097525246452932e-01	9.925033e-01
1.105895782167218e-01	1.049207e+00
1.113708282167218e-01	1.100615e+00
1.121520782167218e-01	1.150314e+00
1.129333282167218e-01	1.198305e+00
1.137145782167218e-01	1.244589e+00
1.144958282167218e-01	1.289164e+00
1.152770782167218e-01	1.332030e+00
1.160583282167219e-01	1.373189e+00
1.169511853595790e-01	1.417780e+00
1.178440425024362e-01	1.459421e+00
1.187368996452933e-01	1.498112e+00
1.196297567881505e-01	1.533854e+00
1.205226139310076e-01	1.566646e+00
1.214154710738648e-01	1.596488e+00
1.223083282167219e-01	1.623381e+00
1.228105603595791e-01	1.636991e+00
1.233127925024362e-01	1.649541e+00
1.238150246452934e-01	1.661029e+00
1.243172567881505e-01	1.671457e+00
1.248194889310077e-01	1.680823e+00
1.253217210738648e-01	1.689128e+00
1.258239532167220e-01	1.696372e+00
1.263261853595792e-01	1.702513e+00
1.268284175024363e-01	1.707544e+00
1.273306496452934e-01	1.711465e+00
1.278328817881506e-01	1.714275e+00
1.283351139310077e-01	1.715975e+00
1.288373460738649e-01	1.716564e+00
1.293395782167220e-01	1.716043e+00
1.303998460738649e-01	1.711159e+00
1.314601139310078e-01	1.701327e+00
1.325203817881506e-01	1.686546e+00
1.335806496452935e-01	1.666817e+00
1.346409175024364e-01	1.642139e+00
1.357011853595793e-01	1.612513e+00
1.367614532167221e-01	1.577938e+00
1.384913639310079e-01	1.509858e+00
1.402212746452936e-01	1.431214e+00
1.419511853595794e-01	1.342003e+00
1.436810960738651e-01	1.242228e+00
1.454110067881508e-01	1.131887e+00
1.471409175024366e-01	1.010981e+00
1.488708282167223e-01	8.795090e-01
1.499868996452938e-01	7.910643e-01
1.511029710738652e-01	7.004524e-01
1.522190425024366e-01	6.076735e-01
1.533351139310081e-01	5.127274e-01
1.544511853595796e-01	4.156142e-01
1.555672567881510e-01	3.163338e-01
1.566833282167224e-01	2.148864e-01
1.570181496452939e-01	1.844328e-01
1.573529710738653e-01	1.539128e-01
1.576877925024367e-01	1.233263e-01
1.580226139310082e-01	9.267338e-02
1.583574353595796e-01	6.195395e-02
1.586922567881510e-01	3.116805e-02
1.590270782167225e-01	3.156725e-04
1.594735067881510e-01	-4.089802e-02
1.599199353595796e-01	-8.210061e-02
1.603663639310082e-01	-1.232921e-01
1.608127925024368e-01	-1.644725e-01
1.612592210738653e-01	-2.056419e-01
1.617056496452939e-01	-2.468001e-01
1.621520782167225e-01	-2.879473e-01
1.626543103595797e-01	-3.341500e-01
1.631565425024368e-01	-3.801394e-01
1.636587746452940e-01	-4.259156e-01
1.641610067881511e-01	-4.714786e-01
1.646632389310083e-01	-5.168284e-01
1.651654710738654e-01	-5.619649e-01
1.656677032167226e-01	-6.068882e-01
1.667837746452940e-01	-7.061331e-01
1.678998460738654e-01	-8.027237e-01
1.690159175024369e-01	-8.966598e-01
1.701319889310083e-01	-9.879417e-01
1.712480603595798e-01	-1.076569e+00
1.723641317881512e-01	-1.162542e+00
1.734802032167227e-01	-1.245861e+00
1.741498460738655e-01	-1.293798e+00
1.748194889310084e-01	-1.340226e+00
1.754891317881513e-01	-1.385145e+00
1.761587746452941e-01	-1.428553e+00
1.768284175024370e-01	-1.470452e+00
1.774980603595799e-01	-1.510842e+00
1.781677032167227e-01	-1.549722e+00
1.789489532167227e-01	-1.592954e+00
1.797302032167228e-01	-1.633666e+00
1.805114532167228e-01	-1.671858e+00
1.812927032167228e-01	-1.707528e+00
1.820739532167228e-01	-1.740678e+00
1.828552032167228e-01	-1.771306e+00
1.836364532167228e-01	-1.799414e+00
